traj,model,rmse_ey,rmse_epsi,rmse_vy,rmse_r
6,EDMD,13.135797433953368,0.19528122466735065,0.06452042579735315,0.11268539139972535
6,SINDy,37.74711345295459,0.07242386987749021,0.004424074637036053,0.003238401278664339
17,EDMD,38.73124622000218,0.6458821552248561,0.031003233369677346,0.08117084896880405
17,SINDy,3.2463193254930394,0.005395049531213515,0.0014680453222049438,0.00137380352694994
