controller,rms_e_y,rms_e_psi,max_abs_delta,rho_A_raw,rho_A_mpc
baseline_lqr,0.009533759946174425,0.0008125070841467143,0.008831731910480433,1.0008176966292408,0.9999990008180297
koopman_mpc,0.03762019984172813,0.001108467773050051,0.05558583621542857,1.0008176966292408,0.9999990008180297
